'cnes','id','municipio_id','nome'
'5883997','159','171','UNIDADE DE PSF PADRE PAULO KOELLEN'
'3254658','160','94','CLINICA DE LITOTRICIA DA PARAIBA LTDA'
'3286452','161','94','CETA POLICLINICA'
'3297322','162','94','CONSULTORIO ODONTOLOGICO IZONEL IMPERIANO DA COSTA'
'3320049','163','94','CPCO'
'2342413','164','25','POLICLINICA MUNICIPAL BENJAMIN MARANHAO'
'2342472','165','25','UBS ALTO DA BOA VISTA I'
'2342901','166','171','POLICLINICA BARAO DO ABIAY'
'2343053','167','155','UNIDADE MOVEL'
'2343150','168','171','ESCOLA MUNICIPAL FLAVIO M FILHO'
'2343290','169','171','UNIDADE DE PSF DONA ZUZA ALVINO'
'2356589','170','171','UNIDADE DE PSF DR TEIXEIRA DE VASCONCELOS'
'2356627','171','171','UNIDADE DE PSF MASA'
'2356961','172','25','UBS MARIO ANDREAZZA III'
'2357100','173','155','UBSF SAULO LEAL ERNESTO DE MELO'
'2357348','174','94','CONE CENTRO MEDICO DO NORDESTE'
'2362333','175','50','UBS JARDIM TAVARES'
'2362384','176','50','UBS FRANCISCO BRASILEIRO'
'7141777','177','80','NASF'
'6850715','178','84','VIGILANCIA SANITARIA'
'7142064','179','42','VIGILANCIA SANITARIA DE CACIMBA DE AREIA'
'7167202','180','94','LABORATORIO CARLOS CHAGAS'
'7168616','181','120','CENTRAL DE REGULACAO MUNICIPAL'
'7160275','182','1','ACADEMIA DE SAUDE DE AGUA BRANCA PB'
'7165307','183','121','SESST SERVICO DE SEGURANCA E SAUDE DO TRABALHADOR'
'7088299','184','94','ODONTOCLINIC'
'7067984','185','8','SERVICO DE ATENDIMENTO MOVEL EM URGENCIA AVANCADA ALHANDRA'
'7065868','186','23','SAMU 192 BASE DESCENTRALIZADA DE BARRA DE SANTANA'
'7039077','187','212','UNIDADE DE VIGILANCIA SANITARIA DE TACIMA'
'6766315','188','212','CENTRAL DE MARCACAO DE CONSULTAS'
'7074654','189','1','NASF MODALIDADE 1 AGUA BRANCA PB'
'7078498','190','94','CONSULTORIO DE PSICOLOGIA ANDRE RICARDO TAVARES'
'7055625','191','56','CLINLAB'
'7031505','192','72','NASF NUCLEO DE APOIO A SAUDE DA FAMILIA'
'7060238','193','91','UNIDADE DE VIGILANCIA EM SAUDE'
'7070632','194','155','CENTRO DE ESPECIALIDADES ODONTOLOGICAS'
'7074700','195','26','CENTRO DE REFERENCIA SAUDE DA MULHER'
'6667651','196','52','VIGILANCIA SANITARIA DE CARAUBAS'
'7141033','197','135','SAMU 192 PATOS USB 03'
'7141084','198','135','SAMU 192 PATOS USB 04'
'7141017','199','135','SAMU 192 PATOS USB 02'
'7124058','200','199','CENTRAL DE REGULACAO DE SAPE'
'7072171','201','94','ENDOCRINOLOGIA CLINICA E PEDIATRICA DA PARAIBA'
'7139365','202','47','UNIDADE MOVEL ODONTOLOGICA DE CAJAZEIRINHAS PB'
'7061560','203','23','POSTO DE SAUDE ANCORA MARIA BEZERRA DE BRITO REGO'
'7062303','204','40','VIGILANCIA AMBIENTAL DE CABEDELO'
'7052251','205','50','UPA 24 HORAS DR MAIA'
'7019769','206','212','CENTRO DE SERVICOS ESPECIALIZADOS DE TACIMA'
'7062222','207','94','CONSULTORIO MEDICO MARIA ENEDINA C DE AQUINO SCUARCIALUPI'
'7065884','208','111','BIOCLINICA'
'7058284','209','123','UPA JOAQUINA PIRES BARBOSA HENRIQUE'
'7063423','210','131','UNIDADE BASICA DE SAUDE DA FAMILIA'
'7062885','211','145','LABORATORIO DE PROTESE DENTARIA'
'7063911','212','155','UBSF LUTADOR'
'7045220','213','156','VIGILANCIA SANITARIA DE QUIXABA'
'7039921','214','171','CENTRO MEDICO DA SAUDE NOVA ESPERANCA II'
'7056249','215','184','LABORATORIO DE PROTESE DENTARIA'
'7059337','216','191','UNIDADE BASICA RIACHO DA SERRA'
'7065493','217','198','NASF'
'7059094','218','209','UNIDADE DE ATENDIMENTO ESPECIALIZADO DE SOSSEGO'
'7055935','219','213','VIGILANCIA EM SAUDE MUNICIPAL'
'7176872','220','22','FARMACIA ECONOMICA'
'7177240','221','89','VIGILANCIA SANITARIA MUNICIPAL'
'7173814','222','110','SAMU 192 USA'
'7172303','223','120','POLICLINICA MUNICIPAL DE MOGEIRO'
'7172257','224','120','LABORATORIO DE ANALISES CLINICAS DE MOGEIRO'
'7176821','225','210','MULTILAB'
'5520819','226','50','GUILERME BESSA DE OLIVEIRA JUNIOR'
'5523281','227','50','MARIA DALVA DE OLIVEIRA SA'
'5524946','228','210','LABORATORIO E CLINICA DIAGNOSTIC'
'5527740','229','50','BEM ESTAR ESPACO TERAPEUTICO'
'5591198','230','94','FISIOCENTER'
'5595452','231','171','UNIDADE DE PSF PADRE MALAGRIDA I'
'5595479','232','171','UNIDADE DE PSF PADRE MALAGRIDA II'
'5599997','233','50','JOAO BORGES VIRGULINO DA SILVA'
'5637686','234','135','CONSULTORIO ODONTOLOGICO'
'5663504','235','135','CLINICA RADIOLOGICA DE PATOS LTDA'
'5666155','236','50','ULTRA SOMMA'
'5676916','237','50','ENDOGASTRO'
'5695759','238','50','CIREO'
'5699576','239','50','ANDREZZA ARAUJO DE OLIVEIRA DUARTE'
'5705827','240','94','CONSULTORIO DE ODOTOLOGIA JOSE ALMIR GAMA FREIRE'
'5712688','241','135','PROTEGER SERVICOS EM SAUDE'
'5713242','242','50','VERALUCIA BARRETO VALENCA'
'3267245','243','94','CONSULTORIO MEDICO DR JAQUELISE BRITO DA SILVA'
'3267555','244','94','GEM'
'3269167','245','94','CONSULTORIO ODONTOLOGICO MARIA DO CARMO LIMA DE L FREIRE'
'3269183','246','94','CONSULTORIO DE FONOAUDIOLOGIA MONTENEGRO E FERREIRA SS'
'3269205','247','94','UNIFONO'
'3270157','248','50','COMPLET'
'3271757','249','94','CONSULTORIO ODONTOLOGICO PAULO CLETO DA SILVA FILHO'
'3271765','250','94','CONSULTORIO ODONTOLOGICO FRANCENILDA BEZERRA DE QUEIROZ'
'3271773','251','94','CONSULTORIO ODONTOLOGICO MARIA JOADIVA PEREIRA SOUTO'
'3271838','252','94','CONSULTORIO ODONTOLOGICO ALBERGIO DE BARROS PINTO'
'3272044','253','94','RECANTO'
'3273679','254','94','CONSULTORIO MEDICO DR CARMEM LUCIA CAVALCANTI COUTINHO'
'3276546','255','94','CONSULTORIO MEDICO DR MARIA GORETH ARAUJO DE MEDEIROS'
'3276562','256','94','CONSULTORIO ODONTOLOGICO SABINIANO MAIA'
'3280047','257','94','CONSULTORIO ODONTOLOGICO MARIA ELENCY NEVES M DE OLIVEIRA'
'3280055','258','94','CONSULTORIO ODONTOLOGICO JACQUELINE DUARTE ROCHA'
'3280063','259','94','CONSULTORIO ODONTOLOGICO LIDIA MARIA CAPELLA SILVEIRA'
'3280071','260','94','CONSULTORIO ODONTOLOGICO SAMUEL PINTO BRANDAO'
'3280152','261','94','CONSULTORIO ODONTOLOGICO SANDRA CRISTINA DA SILVA FALCAO'
'3280160','262','94','CONSULTORIO ODONTOLOGICO EDNA MARIA DA COSTA PONTES'
'3280187','263','94','CLIRFISIO'
'3280209','264','94','CONSULTORIO ODONTOLOGICO MARIA IRENE MESQUITA CABRAL'
'3280233','265','94','CONSULTORIO ODONTOLOGICO KILDARE CESAR C DE ALBUQUERQUE'
'3280241','266','94','CONSULTORIO ODONTOLOGICO IRAN DOS SANTOS ALVES'
'3280306','267','94','CONSULTORIO ODONTOLOGICO ANA TERESA OLIVEIRA DE SA BENEVIDES'
'3280357','268','94','CONSULTORIO ODONTOLOGICO FRANCISCA REGINA DE MORAIS DORNELAS'
'3280365','269','94','OFTALMO'
'3280497','270','50','J ARIMATEA'
'3247074','271','94','CONSULTORIO ODONTOLOGICO ORLANDINO RODRIGUES LEITE'
'3249646','272','94','STARF SERVICO DE TRATAMENTO EM REUMATOLOGIA E FISIATRIA'
'3249654','273','94','CONSULTORIO MEDICO DE REUMATOLOGIA DR JOSE CARLOS C PEREIRA'
'3249689','274','94','ALERGOCLINIC'
'3249700','275','94','CONSULTORIO MEDICO DR MARIA ELISABETE PAES G DE QUEIROZ'
'3250490','276','50','GERANA ARAUJO DE LUCENA LIRA'
'3250687','277','50','ISA JANE GALVAO PIMENTEL'
'9269932','5419','94','CENPRO'
'3063461','278','94','USF INTEGRADA ESPACO SAUDE'
'3063666','279','94','USF COLIBRIS I'
'3063739','280','94','USF TIMBO II'
'3081117','281','50','CENTRO DE DIAGNOSTICO'
'2399253','282','94','POLICLINICA MUNICIPAL DAS PRAIAS'
'2399261','283','94','CENTRO DE SAUDE LOURIVAL GOUVEIA MOURA'
'2399296','284','94','DIVISAO DE VIGILANCIA SANITARIA'
'2399342','285','94','CENTRO DE SAUDE MARIA LUIZA TARGINO'
'2399350','286','94','LACEN ESTADUAL LABORATORIO CENTRAL DE SAUDE PUBLICA'
'2399407','287','94','USF INTEGRADA QUALIDADE DE VIDA'
'2399458','288','94','CLINICA DOM PAIVA'
'2399504','289','94','LABORATORIO ANALISES CLINICAS NENILA ALMEIDA'
'2399539','290','94','LABORATORIO DE PATOLOGIA CLINICA OSWALDO CRUZ'
'2399555','291','94','HOSPITAL MUNICIPAL SANTA ISABEL'
'2399598','292','94','HEMOCENTRO DO ESTADO DA PARAIBA'
'2399636','293','94','HOSPITAL MUNICIPAL VALENTINA'
'2399644','294','94','MATERNIDADE CANDIDA VARGAS'
'2399687','295','94','LABORATORIO DE ANALISES CLINICAS DR RAULY DE B PINTO'
'2399741','296','94','FUNDACAO NAPOLEAO LAUREANO'
'2399768','297','94','PROSOCEFRA'
'2399776','298','94','HOSPITAL SAO VICENTE DE PAULO'
'2399814','299','94','HOSPITAL DE GUARNICAO DE JOAO PESSOA'
'2399873','300','94','CAPS AD JOVEM CIDADAO'
'2399903','301','94','CENTRAL DE ANALISES CLINICAS LTDA'
'2399962','302','94','PRONTO ANALISE LTDA'
'2399989','303','94','HOSPITAL GERAL DA PARAIBA E HAPCLINICA JOAO PESSOA'
'2400030','304','94','CENTRO DE SAUDE FRANCISCO DAS CHAGAS SOARES'
'2400057','305','94','LAPAC'
'2400065','306','94','HOSPITAL SAMARITANO'
'2400081','307','94','CLINOR'
'2400243','308','94','HOSPITAL UNIVERSITARIO LAURO WANDERLEY'
'2400278','309','94','SAE CTA JOAO PESSOA'
'2400324','310','94','HOSPITAL EDSON RAMALHO'
'2504529','311','210','ESF XV SAO GONCALO'
'2592126','312','210','LABORATORIO DR CARLOS PIRES'
'2592940','313','25','LABORATORIO FLEMING'
'2593262','314','94','HOSPITAL DE EMERGENCIA E TRAUMA SENADOR HUMBERTO LUCENA'
'2595362','315','50','CLINICA SANTA VITORIA'
'2597306','316','94','TOMOCENTER'
'2597322','317','94','ONCOCLINICA'
'2605082','318','135','UNIDADE DE SAUDE DA FAMILIA HORACIO NOBREGA'
'2605155','319','135','UNIDADE DE SAUDE DA FAMILIA SOLON MEDEIROS'
'5726328','320','94','COSTA RIQUE SERVICOS MEDICOS LTDA'
'5728347','321','135','LAB VITA'
'5783399','322','94','INSTITUTO AVANCADO DE IMPLANTES DENTARIOS IMPLA'
'5814391','323','94','CONSULTORIO MEDICO DR FRANCISCO LAECIO VIEIRA DAMACENO'
'5831822','324','94','CONSULTORIO ODONTOLOGICO MANUELA BRANDAO LOPES DA FONSECA'
'5842026','325','94','OFTALMOCLINICA'
'5844037','326','94','CONSULTORIO MEDICO DR KLEBER DE CASTRO GUERRA'
'5857120','327','25','SECRETARIA MUNICIPAL DE SAUDE'
'5414733','328','94','CONSULTORIO MEDICO DR FERNANDO OLIVEIRA SERRANO ANDRADE'
'5425433','329','94','CONSULTORIO MEDICO SERGIO AUGUSTO PENAZZI JUNIOR'
'5437644','330','94','CONSULTORIO ODONTOLOGICO RITA EMILIA ALVARENGA CIRILO DE AQU'
'5439086','331','94','CONSULTORIO MEDICO DR EMILIA DE LOURDES MIRANDA MOREIRA'
'2504391','332','46','CONSULTORIO ODONTOLOGICO DR VIRGINIA M CARDOSO'
'2504480','333','46','CLINICA ODONTOLOGICA CLIZELIA E SAMIA GUEDES'
'2504685','334','46','UNIDADE SAUDE DA FAMILIA MARIA JOSE DE JESUS DR COELHO'
'2504847','335','46','UNIDADE SAUDE DA FAMILIA FRANCISCO VALIOMAR ROLIM'
'2757230','336','46','ANALYSES'
'2757265','337','46','CLINICA DE TRATAMENTO INTEGRADO'
'2757273','338','46','CLINICA FISIOTERAPIA SANTA TEREZINHA'
'2757303','339','46','CLINICA SANTA CLARA'
'2757311','340','46','CLINICA SANTA HELENA'
'2757370','341','46','UNIDADE DE VIGILANCIA SANITARIA'
'3478017','342','94','CORPOMENTE'
'3478904','343','94','LACLE'
'3480410','344','135','UNIDADE DE SAUDE DA FAMILIA METODIO DE ARAUJO LEITAO'
'3480704','345','94','CONSULTORIO ODONTOLOGICO FERNANDA M B GUERRA'
'3493318','346','94','CONSULTORIO MEDICO DR MARIA DO SOCORRO C FERREIRA'
'3493342','347','94','CONSULTORIO MEDICO DR ROSANGELA SILVA ALVES DOS SANTOS'
'3494357','348','94','CONSULTORIO DE PSICOLOGIA MARIA DE LOURDES LINS LOPES'
'3497437','349','94','CONSULTORIO MEDICO DR SUZANA BATISTA MENDES'
'3498050','350','94','CONSULTORIO MEDICO DR ANTONIO LUIS XIMENES'
'3500284','351','94','CONSULTORIO ODONTOLOGICO KEILA PATRICIA A BITENCOURT'
'3501906','352','94','CONSULTORIO MEDICO DR PAULO ROBERTO FARIAS PAIVA'
'3503046','353','50','EDMAR AMORIM BORBA'
'3503313','354','210','CAPS INFANTIL JOAO PAULO II'
'3503933','355','94','CONSULTORIO MEDICO DR DORIS AMORIM PONTES DE OLIVEIRA'
'3503976','356','94','CONSULTORIO MEDICO DR BENEDITO BRUNO DE OLIVEIRA'
'3504778','357','94','CONSULTORIO ODONTOLOGICO MONICA MARIA DA S FALCAO'
'3505243','358','94','CONSULTORIO MEDICO DR EDNARDO PARENTE ROCHA'
'3507173','359','50','SANDRA DE LIMA LEMOS'
'3508536','360','94','CONSULTORIO DE NUTRICIONISMO ROBERTA DE ARAUJO GOUVEIA'
'3509257','361','50','NEUSA MARIA GOUVEIA BESERRA'
'3516636','362','94','CONSULTORIO DE CIRURGIA PLASTICA DR ADRIANO DE LIMA QUIRINO'
'3518809','363','94','CONSULTORIO MEDICO DR APOLONIA MARIA DE MEDEIROS TORMES'
'3418057','364','94','CONSULTORIO MEDICO DR RENATO JUNGER DE OLIVEIRA'
'3423417','365','94','UNISAUDE'
'3423433','366','94','CONSULTORIO MEDICO DR NANCY DE OLIVEIRA VIANA'
'3423468','367','94','MOSAICO ANALITICO CLINICA E TRANSMISSAO SS LTDA'
'3426688','368','94','CONSULTORIO ODONTOLOGICO ANA CAROLINA AMARAL DE ALENCAR'
'3441709','369','94','CCHI'
'3441806','370','94','CENTROCOR'
'3441822','371','94','CLINICA DE FONOAUDIOLOGIA LTDA'
'3441857','372','94','CONSULTORIO MEDICO DR MARIA CELLI SOUTO DE CARVALHO'
'3441938','373','94','CLIONCOL'
'3441946','374','94','CONSULTORIO MEDICO DR ROSANGELA MARIA DA FONSECA'
'3441962','375','94','COOPANEST PB'
'3441970','376','94','COOPECIR'
'3442039','377','94','INSTITUTO DE NEFRO UROLOGIA DA PARAIBA'
'3442047','378','94','CONSULTORIO MEDICO DR JOAQUIM JOSE DE C NETO'
'3442063','379','94','POLICLINICA MUNICIPAL MANGABEIRA'
'3446107','380','94','USF FUNCIONARIOS II 2 ETAPA'
'3446190','381','94','USF MANDACARU IX'
'3446212','382','94','USF INTEGRADA QUATRO ESTACOES'
'3025136','383','94','USF MANDACARU VIII'
'3027074','384','25','UBS BRASILIA I'
'3027082','385','25','UBS SAO VICENTE II'
'3027090','386','25','UBS SAO BENTO II'
'3027104','387','25','UBS RIO DO MEIO II'
'3027112','388','25','UBS IMACULADA II'
'3027120','389','25','UBS IMACULADA III'
'3027139','390','25','UBS ALTO DA BOA VISTA II'
'3027147','391','25','UBS JARDIM AEROPORTO II'
'3039269','392','94','CLIM'
'3043142','393','94','AMIP'
'3044556','394','25','UBS SESI I'
'3049116','395','50','ENDOSMED'
'3049892','396','94','CONSULTORIO MEDICO DR VALDIRIA DE SOUSA CARVALHO'
'3049949','397','94','GASTROCENTRO GASTROENTEROLOGIA E ENDOSCOPIA DIGESTIVA'
'3050084','398','94','ANALISIS'
'3050149','399','94','CONSULTORIO MEDICO DR FRANCISCO GILSON D KUMAMOTO'
'3053407','400','94','USF INTEGRADA MANGABEIRA'
'3054829','401','50','ORTOTRAUMA CAMPINA GRANDE'
'3056724','402','94','HOSPITAL UNIMED JOAO PESSOA'
'3057143','403','94','CLINICA MEDICA DRA MARIA LENI MEDEIROS'
'3164705','404','94','DIGASTRO'
'3177602','405','94','CONSULTORIO MEDICO DR ALEXANDRE HENRIQUES GOUVEIA DANTAS'
'3177637','406','94','CONSULTORIO MEDICO DR GERLENA MARIA N R HENRIQUES'
'3188108','407','94','NISHINA CLINICA MEDICA SC LTDA'
'3188485','408','94','INTERSER'
'3188566','409','94','CONSULTORIO MEDICO DR FATIMA LUCIA LEAL DE ALMEIDA'
'3188574','410','94','CENTRO MEDICO DA MULHER'
'3191869','411','50','LABGENE'
